Name of Student,Graduation Year,Location,University,Department,Degree,Major,Minors,Job Title,Company,Industry,Years of Experience,Technical and Non-technical Skills,Areas of Interest
Alice Lewis,2018,San Diego,Yale University,Civil Engineering,M.Tech,Quantum Computing,Philosophy,Research Scientist,Google,Retail,30,"JavaScript, Java, C++","ML, IoT"
Sarah Scott,2020,New York,Yale University,Business Administration,PhD,Renewable Energy,Law,Consultant,Microsoft,Consulting,29,"JavaScript, Java, Docker","Business Strategy, IoT"
Michael Clark,2009,Phoenix,University of Pennsylvania,Chemistry,MBA,Software Engineering,Art History,Consultant,Amazon,Automotive,1,"CSS, SQL, Docker","AI, ML"
Jessica Scott,2001,Chicago,Yale University,Economics,MBA,Quantum Computing,Law,Data Scientist,Netflix,Healthcare,26,"Kubernetes, Java, React","Robotics, Business Strategy"
Alice Walker,2012,New York,MIT,Chemistry,BBA,Software Engineering,Law,Operations Manager,Microsoft,Healthcare,24,"JavaScript, Java, Git","Business Strategy, AI"
Jessica Walker,2013,San Jose,Stanford University,Electrical Engineering,MBA,Renewable Energy,Statistics,Marketing Manager,Amazon,Telecommunications,5,"Python, TensorFlow, React","Renewable Energy, Blockchain"
Robert Taylor,2000,Philadelphia,MIT,Biology,B.Tech,Data Science,Psychology,Full Stack Developer,Facebook,Government,23,"CSS, HTML, C++","ML, Robotics"
Michael Anderson,2009,Houston,MIT,Physics,MBA,Robotics,Psychology,Consultant,Microsoft,Energy,28,"Kubernetes, SQL, AWS","Cybersecurity, IoT"
David Lee,2021,Phoenix,Harvard University,Mechanical Engineering,B.Tech,Financial Engineering,Law,Product Manager,Facebook,Government,18,"Keras, React, Django","AI, IoT"
Alice Lee,2022,Houston,"University of California, Berkeley",Economics,B.Tech,Cybersecurity,Environmental Science,Full Stack Developer,Netflix,Technology,27,"C++, HTML, Docker","Cybersecurity, Blockchain"
Sarah Clark,2007,Houston,California Institute of Technology,Business Administration,MBA,Software Engineering,Linguistics,Operations Manager,Microsoft,Government,25,"C++, CSS, JavaScript","Data Science, Renewable Energy"
Alice Taylor,2012,New York,Princeton University,Mechanical Engineering,MBA,Renewable Energy,Linguistics,Product Manager,Adobe,Energy,14,"SQL, AWS, C++","ML, Renewable Energy"
Linda Lee,2024,San Diego,Columbia University,Civil Engineering,M.Tech,Machine Learning,Psychology,Data Scientist,Microsoft,Automotive,25,"Python, Keras, HTML","Blockchain, Renewable Energy"
Robert Taylor,2001,Philadelphia,Harvard University,Chemistry,M.Sc,Machine Learning,History,Business Analyst,Google,Healthcare,8,"C++, TensorFlow, Django","Cybersecurity, Data Science"
Jessica Taylor,2022,Houston,University of Chicago,Electrical Engineering,PhD,Robotics,Linguistics,Consultant,Facebook,Automotive,8,"SQL, Django, AWS","Renewable Energy, Business Strategy"
David Clark,2009,San Antonio,Harvard University,Mechanical Engineering,MBA,Data Science,Psychology,Full Stack Developer,Adobe,Energy,6,"Django, Kubernetes, Docker","ML, Business Strategy"
Jessica Scott,2022,Los Angeles,Yale University,Economics,PhD,Financial Engineering,Sociology,Product Manager,IBM,Telecommunications,2,"C++, Keras, Docker","Blockchain, Cybersecurity"
Robert Smith,2019,Dallas,MIT,Biology,B.Tech,Machine Learning,Philosophy,Consultant,Tesla,Energy,28,"Docker, Django, C++","IoT, Robotics"
Alice Taylor,2010,Philadelphia,Princeton University,Biology,MBA,Renewable Energy,Political Science,Data Scientist,Intel,Automotive,20,"JavaScript, Docker, TensorFlow","Cybersecurity, Business Strategy"
Robert Scott,2021,Phoenix,Stanford University,Chemistry,B.Tech,Data Science,Environmental Science,Full Stack Developer,Intel,Energy,21,"Docker, Kubernetes, HTML","Data Science, Cybersecurity"
Sarah Johnson,2001,Los Angeles,University of Chicago,Mathematics,PhD,Data Science,Statistics,Research Scientist,Netflix,Technology,16,"Git, Docker, React","Robotics, Quantum Computing"
David Lee,2012,Houston,University of Chicago,Computer Science,B.Tech,Renewable Energy,Psychology,Research Scientist,Facebook,Automotive,13,"Java, Git, C++","Business Strategy, Data Science"
Bob Anderson,2002,Chicago,California Institute of Technology,Biology,BBA,Quantum Computing,Art History,Consultant,Intel,Automotive,5,"Django, Python, C++","Blockchain, Data Science"
Jessica Lewis,2018,San Jose,"University of California, Berkeley",Economics,PhD,Software Engineering,Statistics,Data Scientist,Apple,Government,2,"TensorFlow, HTML, CSS","IoT, AI"
Linda Johnson,2019,San Antonio,MIT,Civil Engineering,M.Sc,Business Analytics,Sociology,Product Manager,Netflix,Healthcare,6,"Docker, HTML, Keras","Renewable Energy, Blockchain"
Jessica Brown,2003,San Jose,MIT,Civil Engineering,MBA,Data Science,Law,Software Engineer,Amazon,Energy,20,"Kubernetes, Django, JavaScript","ML, IoT"
Bob Johnson,2020,Los Angeles,California Institute of Technology,Mechanical Engineering,MBA,Software Engineering,Philosophy,Operations Manager,Google,Healthcare,30,"C++, Docker, React","Business Strategy, Quantum Computing"
Bob Clark,2003,Chicago,Yale University,Chemistry,PhD,Software Engineering,Art History,Business Analyst,Google,Technology,29,"Django, Java, Git","AI, ML"
Sarah Smith,2010,San Diego,Harvard University,Chemistry,MBA,Financial Engineering,Sociology,Operations Manager,Microsoft,Telecommunications,15,"HTML, Git, Docker","IoT, Blockchain"
Alice Brown,2011,Philadelphia,Princeton University,Economics,M.Tech,Financial Engineering,Sociology,Software Engineer,Adobe,Education,18,"Keras, AWS, C++","Robotics, Cybersecurity"
Alice Lee,2019,Chicago,Princeton University,Electrical Engineering,M.Tech,Business Analytics,History,Consultant,Apple,Finance,2,"HTML, TensorFlow, Keras","AI, Data Science"
Michael Walker,2011,Dallas,University of Pennsylvania,Physics,M.Tech,Data Science,Philosophy,DevOps Engineer,Intel,Healthcare,29,"SQL, CSS, HTML","Blockchain, Data Science"
Bob Brown,2000,San Antonio,Yale University,Economics,B.Sc,Artificial Intelligence,Environmental Science,Full Stack Developer,Facebook,Retail,23,"JavaScript, SQL, Docker","Robotics, IoT"
Bob Lewis,2018,New York,Columbia University,Economics,M.Sc,Artificial Intelligence,Linguistics,Business Analyst,Adobe,Finance,21,"Python, CSS, SQL","ML, IoT"
David Clark,2017,Houston,Stanford University,Mechanical Engineering,M.Sc,Renewable Energy,Political Science,Operations Manager,Apple,Government,30,"Keras, SQL, C++","ML, AI"
Sarah Walker,2021,San Diego,University of Pennsylvania,Economics,PhD,Data Science,Environmental Science,Business Analyst,Tesla,Telecommunications,13,"Git, Keras, AWS","Blockchain, Renewable Energy"
Michael Clark,2001,Dallas,MIT,Physics,B.Sc,Quantum Computing,Psychology,Data Scientist,Apple,Automotive,6,"Django, Kubernetes, JavaScript","IoT, ML"
Linda Brown,2006,New York,MIT,Physics,M.Sc,Business Analytics,Art History,Full Stack Developer,Apple,Automotive,1,"JavaScript, TensorFlow, HTML","Blockchain, Quantum Computing"
Jessica Brown,2016,Phoenix,"University of California, Berkeley",Physics,B.Sc,Artificial Intelligence,Sociology,Business Analyst,Google,Telecommunications,19,"SQL, TensorFlow, HTML","Cybersecurity, Renewable Energy"
Emily Taylor,2019,Chicago,Yale University,Business Administration,B.Sc,Renewable Energy,History,Full Stack Developer,Facebook,Telecommunications,29,"Docker, Django, Kubernetes","Cybersecurity, ML"
Michael Taylor,2007,Phoenix,MIT,Economics,B.Tech,Machine Learning,Psychology,Data Scientist,Facebook,Finance,29,"Keras, TensorFlow, SQL","Data Science, AI"
Jessica Scott,2003,Phoenix,University of Chicago,Economics,PhD,Cybersecurity,Linguistics,Full Stack Developer,Adobe,Automotive,6,"Kubernetes, Git, AWS","ML, Blockchain"
Robert Johnson,2014,San Diego,California Institute of Technology,Mechanical Engineering,M.Tech,Quantum Computing,Statistics,Business Analyst,IBM,Education,25,"Git, C++, Django","IoT, Quantum Computing"
Emily Anderson,2011,New York,Yale University,Chemistry,M.Tech,Cybersecurity,Philosophy,Operations Manager,Intel,Consulting,6,"Keras, JavaScript, Docker","Blockchain, Robotics"
Linda Walker,2014,San Jose,Princeton University,Mathematics,M.Tech,Robotics,History,Research Scientist,Netflix,Finance,2,"Java, SQL, CSS","Cybersecurity, AI"
Robert Clark,2007,Chicago,MIT,Mechanical Engineering,BBA,Artificial Intelligence,Environmental Science,DevOps Engineer,Tesla,Consulting,6,"CSS, React, TensorFlow","Renewable Energy, ML"
David Taylor,2011,San Jose,University of Pennsylvania,Mathematics,MBA,Financial Engineering,Statistics,Data Scientist,Tesla,Retail,21,"Docker, SQL, JavaScript","Blockchain, Data Science"
Alice Smith,2019,San Diego,Harvard University,Electrical Engineering,MBA,Software Engineering,Sociology,Data Scientist,Amazon,Retail,5,"Python, JavaScript, Kubernetes","Quantum Computing, Renewable Energy"
Jessica Scott,2014,Dallas,California Institute of Technology,Civil Engineering,MBA,Financial Engineering,Psychology,DevOps Engineer,Amazon,Healthcare,28,"JavaScript, Git, AWS","Quantum Computing, AI"
Linda Lewis,2017,San Jose,University of Pennsylvania,Business Administration,BBA,Data Science,Statistics,Marketing Manager,Adobe,Retail,21,"Keras, React, Docker","Business Strategy, Renewable Energy"
Emily Johnson,2007,Houston,University of Chicago,Civil Engineering,MBA,Data Science,Philosophy,Data Scientist,IBM,Finance,15,"Python, JavaScript, TensorFlow","IoT, Robotics"
David Smith,2019,Houston,Stanford University,Mathematics,BBA,Business Analytics,Sociology,Data Scientist,Amazon,Retail,8,"Git, Django, React","Renewable Energy, Quantum Computing"
Sarah Taylor,2003,Chicago,MIT,Computer Science,PhD,Data Science,Law,Data Scientist,Microsoft,Consulting,10,"Django, Keras, Docker","Business Strategy, AI"
Alice Johnson,2020,Philadelphia,MIT,Chemistry,M.Tech,Robotics,History,Consultant,Intel,Education,19,"Docker, AWS, Keras","Business Strategy, IoT"
Linda Anderson,2005,Chicago,Harvard University,Business Administration,B.Tech,Robotics,Psychology,Software Engineer,IBM,Automotive,10,"Django, AWS, Java","Blockchain, ML"
Sarah Walker,2017,Dallas,"University of California, Berkeley",Physics,M.Sc,Machine Learning,History,Research Scientist,Apple,Energy,19,"Docker, Java, C++","ML, Business Strategy"
Jessica Walker,2004,Houston,Princeton University,Physics,BBA,Financial Engineering,Art History,Business Analyst,Netflix,Consulting,11,"CSS, SQL, Keras","Business Strategy, Data Science"
Linda Lee,2007,San Antonio,Stanford University,Mathematics,MBA,Data Science,Political Science,Marketing Manager,Microsoft,Finance,3,"Keras, Python, AWS","Robotics, IoT"
Alice Taylor,2013,Los Angeles,MIT,Electrical Engineering,B.Tech,Cybersecurity,Environmental Science,Consultant,Microsoft,Consulting,10,"HTML, Keras, Java","Robotics, AI"
Michael Johnson,2014,Chicago,University of Pennsylvania,Biology,M.Tech,Machine Learning,Statistics,Marketing Manager,Facebook,Finance,1,"Java, Django, HTML","Business Strategy, Renewable Energy"
David Scott,2004,San Diego,Stanford University,Mathematics,B.Sc,Software Engineering,Psychology,Marketing Manager,Facebook,Energy,4,"HTML, AWS, Git","Blockchain, AI"
Sarah Scott,2018,San Antonio,California Institute of Technology,Mathematics,M.Sc,Software Engineering,Statistics,Operations Manager,Facebook,Energy,4,"Kubernetes, JavaScript, Java","IoT, Data Science"
Alice Taylor,2023,Houston,Harvard University,Computer Science,BBA,Data Science,Art History,Product Manager,Intel,Healthcare,17,"Docker, React, Git","Cybersecurity, Renewable Energy"
Robert Anderson,2018,Philadelphia,Stanford University,Biology,PhD,Robotics,Psychology,Marketing Manager,Intel,Government,9,"C++, SQL, Kubernetes","AI, Renewable Energy"
Alice Lee,2024,Chicago,University of Chicago,Mechanical Engineering,MBA,Business Analytics,Environmental Science,DevOps Engineer,Apple,Automotive,13,"TensorFlow, Git, React","Cybersecurity, ML"
Robert Johnson,2010,Houston,Stanford University,Computer Science,B.Sc,Financial Engineering,Statistics,Product Manager,Apple,Government,23,"C++, Python, HTML","ML, Data Science"
Linda Clark,2003,Philadelphia,Yale University,Mathematics,M.Sc,Renewable Energy,Art History,Research Scientist,Microsoft,Government,14,"Python, AWS, Git","Data Science, Robotics"
Michael Scott,2007,Dallas,MIT,Civil Engineering,M.Tech,Robotics,Statistics,Operations Manager,IBM,Automotive,8,"Keras, CSS, JavaScript","Data Science, Business Strategy"
Sarah Lee,2005,San Antonio,Harvard University,Computer Science,B.Tech,Financial Engineering,Art History,Business Analyst,Tesla,Technology,21,"TensorFlow, Kubernetes, Keras","Business Strategy, Cybersecurity"
Sarah Brown,2011,Dallas,University of Chicago,Electrical Engineering,M.Sc,Robotics,Statistics,Business Analyst,Tesla,Government,28,"Django, JavaScript, CSS","Data Science, Business Strategy"
Sarah Johnson,2006,New York,Yale University,Mathematics,B.Sc,Data Science,Linguistics,Product Manager,Apple,Healthcare,4,"Django, TensorFlow, Kubernetes","Renewable Energy, Quantum Computing"
Bob Brown,2011,New York,Yale University,Physics,B.Tech,Quantum Computing,History,Full Stack Developer,Adobe,Energy,25,"HTML, Keras, SQL","Business Strategy, Data Science"
Jessica Johnson,2003,Houston,Harvard University,Civil Engineering,MBA,Robotics,Political Science,Consultant,Adobe,Government,2,"CSS, C++, Docker","ML, Business Strategy"
David Brown,2012,San Jose,MIT,Civil Engineering,PhD,Robotics,Law,Business Analyst,Amazon,Consulting,9,"Kubernetes, TensorFlow, JavaScript","Quantum Computing, Robotics"
John Scott,2000,San Jose,University of Pennsylvania,Chemistry,M.Sc,Machine Learning,Law,Consultant,Amazon,Government,18,"Django, Keras, SQL","Data Science, ML"
Emily Clark,2003,Dallas,MIT,Civil Engineering,BBA,Cybersecurity,Environmental Science,DevOps Engineer,Apple,Consulting,29,"SQL, Docker, AWS","ML, IoT"
John Smith,2006,Houston,California Institute of Technology,Business Administration,B.Tech,Quantum Computing,Political Science,Product Manager,Apple,Technology,17,"HTML, JavaScript, Django","Quantum Computing, Cybersecurity"
Alice Walker,2019,Dallas,Harvard University,Civil Engineering,M.Tech,Machine Learning,Law,Business Analyst,Facebook,Telecommunications,16,"Git, CSS, React","Robotics, Business Strategy"
Linda Brown,2018,Houston,Yale University,Business Administration,BBA,Machine Learning,History,Business Analyst,Facebook,Consulting,21,"Docker, JavaScript, Keras","Cybersecurity, IoT"
Emily Lewis,2007,Houston,Stanford University,Biology,M.Tech,Business Analytics,Linguistics,Full Stack Developer,Netflix,Energy,8,"React, CSS, Python","ML, Renewable Energy"
Michael Clark,2009,Phoenix,"University of California, Berkeley",Chemistry,M.Tech,Renewable Energy,Linguistics,Operations Manager,Adobe,Energy,14,"JavaScript, AWS, Keras","AI, IoT"
John Smith,2003,Philadelphia,MIT,Mathematics,BBA,Machine Learning,Psychology,Consultant,Adobe,Education,24,"AWS, Git, SQL","Robotics, Quantum Computing"
Bob Clark,2015,San Jose,Stanford University,Civil Engineering,B.Tech,Cybersecurity,Psychology,Consultant,Amazon,Education,5,"React, Python, Java","ML, Quantum Computing"
Jessica Anderson,2009,Houston,Yale University,Electrical Engineering,M.Sc,Data Science,Law,Business Analyst,Google,Healthcare,8,"Keras, C++, Docker","Blockchain, Business Strategy"
Alice Taylor,2012,San Diego,California Institute of Technology,Computer Science,B.Sc,Software Engineering,Political Science,Software Engineer,Apple,Telecommunications,19,"AWS, React, Docker","ML, IoT"
Emily Johnson,2023,Philadelphia,Columbia University,Civil Engineering,B.Tech,Financial Engineering,Sociology,Operations Manager,Tesla,Technology,8,"Git, AWS, Docker","Renewable Energy, Blockchain"
Sarah Lee,2009,Phoenix,California Institute of Technology,Mechanical Engineering,MBA,Cybersecurity,Art History,DevOps Engineer,Microsoft,Finance,12,"HTML, Keras, Kubernetes","IoT, Quantum Computing"
Emily Clark,2001,Los Angeles,Columbia University,Chemistry,PhD,Artificial Intelligence,Environmental Science,Full Stack Developer,Adobe,Consulting,11,"JavaScript, Docker, Kubernetes","ML, Blockchain"
John Johnson,2017,San Diego,MIT,Business Administration,BBA,Cybersecurity,Environmental Science,Software Engineer,Adobe,Healthcare,7,"TensorFlow, HTML, JavaScript","AI, Blockchain"
Robert Taylor,2024,San Diego,"University of California, Berkeley",Economics,M.Tech,Robotics,Law,Business Analyst,Facebook,Technology,11,"CSS, React, SQL","Blockchain, Cybersecurity"
David Smith,2003,Philadelphia,University of Chicago,Economics,B.Tech,Quantum Computing,Law,Product Manager,Facebook,Technology,22,"AWS, React, Django","Business Strategy, Quantum Computing"
Michael Brown,2012,Houston,Princeton University,Mechanical Engineering,B.Sc,Data Science,History,Marketing Manager,Tesla,Telecommunications,25,"JavaScript, Docker, Django","Business Strategy, Data Science"
